You should go kill yourself.,0.8988238
You should go k*ll yourself.,0.8988238
You should go k**l yourself.,0.85333383
You should go ***l yourself.,0.8403191
You should go **** yourself.,0.78711975
*** ****** ** **** ********.,0.112436704
You ****** ** **** ********.,0.36095104
You ****** go **** ********.,0.30136615
You should go **** ********.,0.51869136
You should go kys.,0.1798404
You should go ***.,0.5566829
You should ** ***.,0.22177623
You ****** ** ***.,0.3260917
*** ****** ** ***.,0.0926474
Omg, can you please stfu.,0.48021027
Omg, can you please stf*.,0.41168427
Omg, can you please st**.,0.509388
Omg, can you please s***.,0.4977744
Omg, can you please ****.,0.37458646
Omg, can you ****** ****.,0.25462922
Omg, can *** ****** ****.,0.200795
Omg, *** *** ****** ****.,0.15103401
***, *** *** ****** ****.,0.09112182
FUCK YOUR FILTHY MOTHER IN THE ASS, DRY!,0.9749944
**** YOUR FILTHY MOTHER IN THE ASS, DRY!,0.9563754
**** YOUR ****** MOTHER IN THE ASS, DRY!,0.944597
**** YOUR ****** MOTHER IN THE ***, DRY!,0.8403191
**** YOUR ****** MOTHER IN THE ***, ***!,0.7856813
**** **** ****** MOTHER IN THE ***, ***!,0.568186
**** **** ****** MOTHER ** THE ***, ***!,0.40336934
**** **** ****** MOTHER ** *** ***, ***!,0.37751234
**** **** ****** ****** ** *** ***, ***!,0.13388206
Hypocrite. Eat shit and die, loser.,0.9817629
Hypocrite. Eat **** and die, loser.,0.9391453
Hypocrite. Eat **** and ***, loser.,0.8629672
*********. Eat **** and ***, loser.,0.78855824
*********. Eat **** and ***, *****.,0.40614098
*********. Eat **** *** ***, *****.,0.4013387
*********. *** **** *** ***, *****.,0.10175867
Are not you supposed to be pimping your mother in L.A. downtown at this time of the night normally?,0.47323486
Are not you supposed to be ******* your mother in L.A. downtown at this time of the night normally?,0.60254884
Are not you supposed to be ******* your mother in L.A. ******** at this time of the night normally?,0.5716857
Are not you supposed to be ******* your ****** in L.A. ******** at this time of the night normally?,0.39669925
Are not you supposed to be ******* **** ****** in L.A. ******** at this time of the night normally?,0.30427247
Are not you supposed to be ******* **** ****** in L.A. ******** at this **** of the night normally?,0.28674445
Are not you supposed to be ******* **** ****** in L.A. ******** at **** **** of the night normally?,0.3047732
Are not you supposed to be ******* **** ****** in L.A. ******** ** **** **** of the night normally?,0.36456755
Are not you supposed to be ******* **** ****** in L.A. ******** ** **** **** ** the night normally?,0.32020867
Are not you supposed to be ******* **** ****** in L.A. ******** ** **** **** ** *** night normally?,0.31132057
Are not you supposed to be ******* **** ****** in L.A. ******** ** **** **** ** *** ***** normally?,0.3561489
Are not you supposed to be ******* **** ****** in L.A. ******** ** **** **** ** *** ***** ********?,0.32919475
Are not you supposed to be ******* **** ****** in **** ******** ** **** **** ** *** ***** ********?,0.37795907
Are not you supposed to be ******* **** ****** ** **** ******** ** **** **** ** *** ***** ********?,0.37751234
Are not you supposed to ** ******* **** ****** ** **** ******** ** **** **** ** *** ***** ********?,0.2412222
Are not you supposed ** ** ******* **** ****** ** **** ******** ** **** **** ** *** ***** ********?,0.19870108
Are not you ******** ** ** ******* **** ****** ** **** ******** ** **** **** ** *** ***** ********?,0.23379272
Are not *** ******** ** ** ******* **** ****** ** **** ******** ** **** **** ** *** ***** ********?,0.11088664
Are *** *** ******** ** ** ******* **** ****** ** **** ******** ** **** **** ** *** ***** ********?,0.11739369
*** *** *** ******** ** ** ******* **** ****** ** **** ******** ** **** **** ** *** ***** ********?,0.10783285
A kitten for you! just becuz ur pussy 4 lying.,0.8299589
A kitten for you! just becuz ur ***** 4 lying.,0.52139956
A kitten for you! just becuz ur ***** * lying.,0.54325575
A kitten for you! just becuz ur ***** * *****.,0.45549932
A kitten for you! just becuz ** ***** * *****.,0.27750343
A kitten for you! just ***** ** ***** * *****.,0.28674445
A kitten for you! **** ***** ** ***** * *****.,0.16851899
A kitten for ***! **** ***** ** ***** * *****.,0.45243698
A kitten *** ***! **** ***** ** ***** * *****.,0.28548008
A ****** *** ***! **** ***** ** ***** * *****.,0.3047732
* ****** *** ***! **** ***** ** ***** * *****.,0.07608539
So Jim Burton, child molesting faggot, I see you are still with us for yet another day, making a total buffoon out of yourself as usual.,0.7701451
So Jim Burton, child molesting ******, I see you are still with us for yet another day, making a total buffoon out of yourself as usual.,0.64447093
So Jim Burton, child ********* ******, I see you are still with us for yet another day, making a total buffoon out of yourself as usual.,0.5972042
So Jim Burton, ***** ********* ******, I see you are still with us for yet another day, making a total buffoon out of yourself as usual.,0.5779532
So Jim ******, ***** ********* ******, I see you are still with us for yet another day, making a total buffoon out of yourself as usual.,0.5972042
So *** ******, ***** ********* ******, I see you are still with us for yet another day, making a total buffoon out of yourself as usual.,0.5721988
So *** ******, ***** ********* ******, I see you are still with us for yet another day, making a total ******* out of yourself as usual.,0.45921504
So *** ******, ***** ********* ******, I see you are still with us for yet another day, making a ***** ******* out of yourself as usual.,0.46716887
So *** ******, ***** ********* ******, I see you are still with us for yet another day, making a ***** ******* *** of yourself as usual.,0.4402136
So *** ******, ***** ********* ******, I see you are still with us for yet another day, making a ***** ******* *** ** yourself as usual.,0.4850187
So *** ******, ***** ********* ******, I see you are still with us for yet another day, making a ***** ******* *** ** ******** as usual.,0.34328604
So *** ******, ***** ********* ******, I see you are still with us for yet another day, making a ***** ******* *** ** ******** ** usual.,0.32289913
So *** ******, ***** ********* ******, I see you are still with us for yet another day, making a ***** ******* *** ** ******** ** *****.,0.34757367
So *** ******, ***** ********* ******, I see you are still with us for yet another day, making * ***** ******* *** ** ******** ** *****.,0.2648175
