she choose the <UNK> grande .,0.033334624
at the joint we were treated as customers .,0.012566062
the food is excellent .,0.01822079
the menu seems to change by season as well .,0.010115679
taiwanese sausage fried rice .,0.16331999
the desserts are another shining feature of this place .,0.017215505
the sauce was great .,0.024142517
it made a suitable birthday meal .,0.025320992
as far as the menu goes .,0.01633588
nothing stood out about them .,0.03639866
the selection of plants is crazy .,0.2763787
the potato salad and coleslaw are my favorites .,0.025203144
the food itself is almost always excellent .,0.016021729
had to send the steak back .,0.035691574
they give you pretty good sized dishes .,0.059479803
what can i say that the other have not ?,0.012063419
my only let down was our server .,0.036634352
i started ordering the chicken fried chicken here .,0.032863233
the buns are also super soft .,0.10696511
one of the best salads i have had .,0.014827953
awesome collection of vintage toys !,0.022846194
this is my favorite joint in the nation .,0.02035702
the curry is amazing .,0.033334624
our non smoking room reeked of cigarette smoke .,0.08953904
smack your mama good food .,0.43230394
like better than volcano and <UNK> tea .,0.021785567
just a little overpriced but well worth it .,0.01646154
but hopefully you enjoy it and hopefully this helps !,0.01419965
the meat was great quality meat .,0.030506283
the meat that they give you is frozen .,0.050326355
their other sides are pretty good as well .,0.021314176
the staffs here are very friendly and nice .,0.017969469
their meat are truly premium .,0.044883765
i had the pork belly tacos .,0.044141594
still , a good restaurant that i would recommend .,0.011372286
avoid this place like the plague .,0.32236105
i ' ll definitely return .,0.022610499
did i mention the onion rings ?,0.031331215
really great food and service .,0.012503231
fantastic soups , sandwiches and salads .,0.012691722
all homemade and unique .,0.014073989
small place if you are thinking of dinning inside .,0.024142517
looked for 0 weeks before made the sale here .,0.012314741
fair to good menu .,0.01225191
and as i said earlier .,0.01426248
the french toast is the bomb .,0.15213956
chicken and mushroom dish was incredible .,0.021667719
will be back again .,0.022021262
all were very very good .,0.019226074
the wines are excellent .,0.021903414
the class itself was great .,0.019477395
amazing setting with knowledgeable wine associates .,0.012943043
amazing selection and the prices are great .,0.012943043
my wife and i love the place !,0.016838523
this is what impressed me the most .,0.021903414
my wife ' s meal was fine .,0.025674535
vietnamese food done correctly .,0.021432023
my dinner was spot on .,0.01633588
but the food was pretty good .,0.018974753
not the best vietnamese place in phoenix .,0.19694418
and not the cleanest .,0.02308189
and not the friendliest staff .,0.027206551
i will be going back .,0.027677942
but overall , good food .,0.011749268
the flavor was on point .,0.02035702
food was plenty hot .,0.031684756
all the sauces were awesome .,0.02343543
the mint chutney was really cool .,0.026970858
has tons of great pork .,0.12867521
how do you mess up melted cheese ?,0.041915078
good local place , good food and great price .,0.0079480335
had chicken kabob platter w salad .,0.02072494
lots of food and all very tasty .,0.01822079
room has cord stretched from outlet to furniture .,0.019351736
food was just ok .,0.018095128
