"I can forgive you for a lot of things, For not giving me back my Tiffany rings, I'll never forgive you for one thing my dear, You wasted my prettiest years",T,0.09394901
"Band-aids don't fix bullet holes, You say sorry just for show, If you live like that, you live with ghosts",T,0.30452284
Intoxicate me now with your lovin' now,F,0.35186127
And I'm just a dead man walking tonight,F,0.2648175
"You could say I'm hatin' if you want to, But I only hate on her 'cause I want you",T,0.36095104
Bad bitches and your ugly ass friends (haha),T,0.95048624
"I'm talking drink, dance, smoke, freak, party all night (come on)",F,0.30452284
"It's not that deep (deep), I'm not that drunk (drunk), Sometimes girls just gotta have fun",F,0.27047762
"Been on a mission, boy, they call me catch-and-kill, I'm stealin' diamonds, make them chase me for the thrill",T,0.36043653
Because my Instagram is weak as fuck,F,0.85333383
"Well I found a woman, stronger than anyone I know",F,0.07054565
"Pain! Oh, let the bullets fly, oh, let them rain",F,0.27412915
"That you were Romeo, you were throwin' pebbles",F,0.15766735
"So cut the headlights, summer's a knife, I'm always waiting for you just to cut to the bone",F,0.37751234
I knew you were trouble when you walked in (oh),T,0.1537979
"This night is sparkling, don't you let it go, I'm wonderstruck, blushing all the way home",F,0.039226998
"Time won't fly, it's like I'm paralyzed by it",F,0.056758508
"He's so tall and handsome as hell, He's so bad, but he does it so well",F,0.3389984
"I say, ""I hate you,"" we break up, you call me, ""I love you""",F,0.40891263
"Just think, while you've been gettin' down and out about the liars, And the dirty, dirty cheats of the world, You could've been gettin' down to this sick beat",T,0.37751234
"Well, that's all I'm dying to hear, Yeah, I'm dying to hear you",F,0.119997114
"I thought that you remember, but it seems that you forgot, It's hard for me to blame you when you were already lost",T,0.11067997
"I worked my whole life just to get high, just to realize, Everything I need is on the, everything I need is on the ground",F,0.027560094
"This time I'm only lookin' at me, myself and I",F,0.054531995
Eye color can be blue or black,F,0.04760506
"Something has to be done, You little Turn Coat Bitch",T,0.7675452
"Free my homies, fuck the C.O Fuck the judge, fuck my P.O",F,0.93383175
"I'll tell you my sins and you can sharpen your knife, Offer me that deathless death",T,0.45751464
She demands a sacrifice,T,0.30527395
There is no sweeter innocence than our gentle sin,F,0.03828422
"My heart is like boom, ba-ra-bi-bomb, bomb, Throwing my heart at you, Watch out ka-boom-boom-boom",F,0.24763705
"Oh, I'm running to you baby, Want you to love me tonight",F,0.2786282
What's a king without a crown? Just a peasant or a clown,T,0.50503236
"Because you've got your own center of gravity, fat fuck! I've seen you play the race card a couple of times",T,0.85333383
"Your YouTube views lower than your calorie intake, Stop watching what I'm doing and start watching your weight",T,0.3722269
"The time has come when the darkies have to part, Then my old Kentucky home, good night!",T,0.37073207
"Guess to beat one Swedish boy, you need a billion Asians",T,0.39644176
"For serious, Indian mafia, please don't kill me, that's a joke",F,0.42568782
"Did you know that Indians have poo-poo in their brains? That's a blatant racist lie Yeah, but still not defamation! (Woo)",T,0.6289369
"But never mind the poor people, we just here to party",T,0.08479069
Congratulations (I'm fucking lit!),F,0.5885171
"T-Series saying ""Cease and desist""",T,0.09525062
"I'm cruising by them hoes Yeah, and I'm wishin' them some luck",T,0.43230394
"Ridin' first class, you in economy",T,0.045873325
"'Cause you're hot, then you're cold",T,0.20265625
"Yeah, we danced on tabletops, and we took too many shots Think we kissed, but I forgot last Friday night",F,0.17545098
Ain't no way that I can leave you stranded 'Cause you ain't ever left me empty-handed,F,0.147767
"I don't trust no one around us I'm a mess for your love, it ain't new",T,0.15490346
Nobody shows up unless I'm paying Have a drink on me cheers to the failing,T,0.18744208
She'll rip your shirt within a second,F,0.32919475
"Grab a cop gun kinda crazy She's poison but tasty Yeah, people say, ""Run, don't walk away""",T,0.44933176
"See, someone said, ""Don't drink her potions",F,0.26859093
'Cause saying goodbye is death by a thousand cuts,F,0.25462922
"If you could see that I'm the one who understands you Been here all along, so why can't you see?",F,0.046368107
"Brown guilty eyes and little white lies Yeah, I played dumb but I always knew",T,0.4269174
You betrayed me And I know that you'll never feel sorry,T,0.21241048
Remember I brought her up And you told me I was paranoid,T,0.1693855
"You take me places that tear up my reputation Manipulate my decisions Baby, there's nothin' holdin' me back",F,0.1182615
'Cause if we lost our minds and we took it way too far,F,0.07608539
"Baby, you light up my world like nobody else The way that you flip your hair gets me overwhelmed",F,0.23162876
"We can dance, until we die",F,0.25462922
The fire beneath my feet is burning bright,F,0.18459146
"I got my peaches out in Georgia (oh yeah, shit)",F,0.687436
You made me insecure Told me I wasn't good enough But who are you to judge? When you're a diamond in the rough,T,0.19986437
Who says you're not pretty? Who says you're not beautiful?,F,0.23198941
"We were sad of getting old, it made us restless",F,0.059974585
When it comes to you There's no crime,F,0.11388343
"You've awoken me, but you're choking me",F,0.19870108
"Usually, I hold the power with both my hands tied behind my back Look at how things changed 'Cause now, you're the train And I'm tied to the track",T,0.031331215
Knew we would crash at the speed that we were going Didn't care if the explosion ruined me,F,0.2412222
Too bad your ex don't do it for ya,T,0.13388206
"You said you like my eyes and you like to make 'em roll Treat me like a queen, now you got me feelin' thrown, oh",T,0.22579013
I think I got an ex but I forgot him,T,0.055026773
This song catchier than chickenpox is,F,0.2312681
"So when you gonna tell her That we did that, too? She thinks it's special But it's all reused That was our place, I found it first I made the jokes you tell to her when she's with you",T,0.054531995
"Don't act like we didn't do that shit, too",T,0.743089
But today I drove through the suburbs Cryin' 'cause you weren't around And you're probably with that blonde girl Who always made me doubt,T,0.15048122
And I just can't imagine how you could be so okay now that I'm gone,T,0.06896287
"Cause I still fuckin' love you, babe",F,0.5779532
"Well, good for you, I guess you moved on really easily You found a new girl and it only took a couple weeks Remember when you said that you wanted to give me the world?",T,0.09872158
"I've lost my mind, I've spent the night Crying on the floor of my bathroom But you're so unaffected, I really don't get it",T,0.10696511
"Good for you, you're doing great out there without me, baby God, I wish that I could do that",T,0.07212844
"I'm selfish, I know, I can't let you go So find someone great, but don't find no one better I hope you're happy, but don't be happier",T,0.20032968
An eternal love bullshit you know you'll never mean Remember when I believed you meant it when you said it first to me?,T,0.7308154
I see the parties and the diamonds sometimes when I close my eyes Six months of torture you sold as some forbidden paradise,T,0.28547668
I've made some real big mistakes But you make the worst one look fine,T,0.22712809
"Bloodsucker, fame-fucker Bleedin' me dry like a goddamn vampire",T,0.8778702
They say these are the golden years But I wish I could disappear,T,0.16851899
"Yeah, I can love me better than you can",T,0.054284602
My tummy's turnin' and I'm feelin' kinda homesick Too much pressure and I'm nervous That's when the taxi man turned on the radio And a Jay-Z song was on,F,0.19219314
'Cause all I see are stilettos I guess I never got the memo,F,0.10826672
"Six feet under screams, but no one seems to hear a thing Do you know that there's still a chance for you 'Cause there's a spark in you",F,0.20973456
"I feel stressed out, I wanna let it go Let's go way out, spaced out, and losin' all control",F,0.079250954
Let's burn the roof And then we'll do it again,F,0.51980776
"Just confess, your girl admits that we the shit",F,0.7701451
"When we play, you shake your ass Shake it, shake it, shake it girl Make sure you don't break it, girl",F,0.75208336
We gon' go all night We gon' light it up Like it's dynamite,F,0.15324512
"We were victims of the night The chemical, physical kryptonite Helpless to the bass and the fading light Oh, we were bound to get together",F,0.04760506
"She said, ""Shut up and dance with me""",F,0.56269526
When the war has took its part When the world has dealt its cards If the hand is hard Together we'll mend your heart,F,0.18269104
