tgfad, Goodmorning	1.0	0.0	0.0	0.0 F
Calm down, JC ... Don't get outta pocket now ... \ud83d\ude12 #VMA2013	0.978461538462	0.0215384615385	0.0	0.0 F
Bitches crazy doe b	0.97	0.0	0.0	0.03    T
Dey ttg	1.0	0.0	0.0	0.0 F
\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude29\ud83d\ude29	1.0	0.0	0.0	0.0 F
@TrevellAnderson don't you do that to her	0.986666666667	0.0	0.0	0.0133333333333 F
"Doom just called me \Cappicino\"" I'm dead lol"""	0.952	0.036	0.0	0.012   F
Fresh out tha showah	0.98	0.01	0.0	0.01    F
@_SLiMderella \ud83d\ude02\ud83d\ude02\ud83d\ude02	0.98	0.0	0.0	0.02    F
@smodeste Amen Sherman lol amen!	0.984	0.0	0.0	0.016   F
@rated_et oh that's the ish	0.98	0.0	0.0	0.02    F
@OldSkoolYoungin sweet tea lol	0.98	0.0	0.0	0.02    F
@Ayyocam_ NF	1.0	0.0	0.0	0.0 F
Trey songz x Fumble	0.97	0.005	0.0	0.025   F
GM TGFAD &amp;&amp; My Son &amp;&amp; Family :))	0.97	0.0025	0.0025	0.025   F
If I Fuck Witcha Ima Give Ya Straight Drop , If Ion Know Ya Then I Gotta Remix Ya	0.975789473684	0.00210526315789	0.00105263157895	0.0210526315789 T
Gotta headache	0.99	0.0	0.0	0.01    F
@HallieNeutch fb	0.98	0.0	0.02	0.0 F
Aye \ud83d\ude12 @__MinionJ	0.99	0.0	0.0	0.01    F
\u201c@CHASemydreams: @Savage_4_Pres @Tellllyyy_ lol! We know 1 thing. Twerk Anthem\u201d \ud83d\udc4f\ud83d\udc4f\ud83d\udc4f	1.0	0.0	0.0	0.0 F
Qa jq##	1.0	0.0	0.0	0.0 F
They Done Lock My Lil Nigga Up! Free @Futurestar_34	0.957777777778	0.0177777777778	0.0	0.0244444444444 T
@Rvchvel Rachellllllllllllllllllllll	0.98	0.02	0.0	0.0 F
They go hard	0.986666666667	0.0	0.0	0.0133333333333 F
tell her bout herself	0.965	0.02	0.0	0.015   F
Where is @itsjustE2 lol i need a song to get me through lol	0.988333333333	0.0	0.0	0.0116666666667 F
Woke up in a wonderful mood. Too bad it's not pay day tho	1.0	0.0	0.0	0.0 F
NFB @dboe100	1.0	0.0	0.0	0.0 F
I know her ugly ass seen me at her	0.964444444444	0.00888888888889	0.0	0.0266666666667 T
I wanted to curse out and fight... but I took a step back and breathed... took a moment to understand and to be understood	0.951538461538	0.0	0.0	0.0484615384615 F
Man I'm up on da early side nd shit hot asf Doe.........	0.995384615385	0.00307692307692	0.00153846153846	0.0 F
It's no way a chic living wit me without a ring on that finger... Hell the bitch aint even gettin a key... Fucc u need a key for	0.976	0.024	0.0	0.0 T
@DrDonTaylor not as much as black folk but eh	0.99	0.0	0.0	0.01    F
My most random tweets get retweeted lol...	0.985	0.0	0.0	0.015   F
Hot salt buttered popcorn	0.98	0.01	0.005	0.005   F
@C_R_C_J lol riiiight	0.98	0.0	0.0	0.02    F
Hope he know I gotta fuckin attitude	0.997142857143	0.0	0.0	0.00285714285714    T
I heard one of my neos is over here... bet!	0.988333333333	0.0	0.0	0.0116666666667 F
@_xjassmine wwhere u at	0.98	0.0	0.0	0.02    F
@GuilfordAve yea	1.0	0.0	0.0	0.0 F
@_BlackPooh Thats wat I was gone get anyway boo	0.985	0.0	0.0	0.015   F
Walking to the store to get swishers &lt;&lt;	0.9525	0.0275	0.0	0.02    F
@IloveHoneyDip frat got u lol	0.955	0.01	0.0	0.035   F
NFB @97lightbright	1.0	0.0	0.0	0.0 F
@True_2_Mines50 TRUST ME I KNOW	1.0	0.0	0.0	0.0 F
@_GHosT_MH crazy yo	0.96	0.04	0.0	0.0 F
Lil Scrappy x No Loce	0.976	0.012	0.0	0.012   F
What whaaat? You off	0.96	0.0	0.0	0.04    F
@MOKICKSTHANYOU KMSL damn why I got to be tho lol	1.0	0.0	0.0	0.0 F
@pinkblossom_21 Yesss me too it's on repeat right now lol	0.955555555556	0.0177777777778	0.0	0.0266666666667 F
Hell Naww Ima Help You Make That Bitch Behave Llf	0.966	0.012	0.0	0.022   T
took courage... real courage	0.964	0.0	0.004	0.032   F
when i say the reason why im mad people be likee u ah baby \ud83d\ude11	0.954666666667	0.0293333333333	0.0	0.016   F
Fellowship apps...	1.0	0.0	0.0	0.0 F
Huh I'm Sleepy	0.966666666667	0.0	0.0	0.0333333333333 F
@IrreplaceableJ lol	1.0	0.0	0.0	0.0 F
That's how you like it-8-	0.984	0.0	0.008	0.008   F
Trying to see do I need to get him some white shoes or not??? Hmmm	0.95625	0.0025	0.0	0.04125 F
People love to belittle weed smokers... I don't get that... at all.	0.98	0.0	0.0	0.02    F
:-D	1.0	0.0	0.0	0.0 F
I need some herb.....	0.996	0.0	0.0	0.004 F
